timestamp,monthly_return
2022-06-30,-0.2372753557112086
2022-07-31,0.002603156482541502
2022-08-31,0.004429082553034425
2022-09-30,0.003795498298928557
2022-10-31,0.004839249213985264
2022-11-30,0.0009378549997871577
2022-12-31,0.0025587171568006717
2023-01-31,0.006160387688967761
2023-02-28,0.004281245545767698
2023-03-31,0.026366653147574803
2023-04-30,0.009665700274331446
2023-05-31,-0.005815668369030247
2023-06-30,0.01760826398198012
2023-07-31,-0.0028451101067065165
2023-08-31,-0.016417919541181103
2023-09-30,0.0072107534302201515
2023-10-31,0.02890514546823786
2023-11-30,0.008883312680093125
2023-12-31,0.005921321254419354
2024-01-31,0.004560136773452683
2024-02-29,0.012358561768887055
2024-03-31,0.008051572883706504
2024-04-30,0.00035424404566497536
2024-05-31,0.008826671188551183
2024-06-30,0.000676310876654318
2024-07-31,0.0006924105717063256
2024-08-31,-0.0006487617804811219
2024-09-30,0.0049753774927501215
2024-10-31,0.005707880953949918
2024-11-30,0.012050523206356578
2024-12-31,0.005214612728470014
2025-01-31,0.003864698514171705
2025-02-28,-0.0044288788443312965
2025-03-31,0.00021090272852042347
2025-04-30,0.003666553874792644
2025-05-31,0.008934122335335859
2025-06-30,0.002934042358101241
2025-07-31,0.0061767020446883425
2025-08-31,0.0039451524740636845
2025-09-30,0.004078792891589744
2025-10-31,0.0045666324124149504
2025-11-30,-0.0013376530880527815
2025-12-31,0.0038067269894870304
2026-01-31,0.0012118215347407535
2026-02-28,-0.0006101322496173678
2026-03-31,0.005899724302953713
2026-04-30,0.0030278895762281266
2026-05-31,0.0036936397939237864
