timestamp,portfolio_value,cash,regime,cb_level,effective_hwm,recovery_active,var_95_1d,jump_var_95_1d,trade_volume_usd,funding_pnl_step
2022-05-24 00:00:00,999640.5988444185,0.0,uncertain,0,1000000.0,False,-0.0,-0.0,999857.5829241287,0.0
2022-05-24 01:00:00,999641.8596314159,1.624965880187274,uncertain,0,1000000.0,False,-0.0,-0.0,0.0,0.0
2022-05-24 02:00:00,999643.9190264101,3.249931760374548,uncertain,0,1000000.0,False,-0.0,-0.0,0.0,0.0
2022-05-24 03:00:00,999647.6950242582,4.874899572831114,uncertain,0,1000000.0,False,-0.0,-0.0,0.0,0.0
2022-05-24 04:00:00,999650.0929658194,6.49986738528768,uncertain,0,1000000.0,False,-0.0,-0.0,0.0,0.0
2022-05-24 05:00:00,999649.5540786262,8.124833265474955,uncertain,0,1000000.0,False,-0.0,-0.0,0.0,0.0
2022-05-24 06:00:00,999650.7990961013,9.749799145662228,uncertain,0,1000000.0,False,-0.0,-0.0,0.0,0.0
2022-05-24 07:00:00,999655.2416636067,11.374766958118794,uncertain,0,1000000.0,False,-0.0,-0.0,0.0,0.0
2022-05-24 08:00:00,999649.802932871,12.99973477057536,uncertain,0,1000000.0,False,-0.0,-0.0,0.0,0.0
2022-05-24 09:00:00,999654.4046415079,14.624700650762634,uncertain,0,1000000.0,False,-0.0,-0.0,0.0,0.0
2022-05-24 10:00:00,999657.9454380305,16.2496684632192,uncertain,0,1000000.0,False,-0.0,-0.0,0.0,0.0
2022-05-24 11:00:00,999656.2210573674,17.874634343406477,uncertain,0,1000000.0,False,-0.0,-0.0,0.0,0.0
2022-05-24 12:00:00,999657.2566035715,19.499600223593752,uncertain,0,1000000.0,False,-0.0,-0.0,0.0,0.0
2022-05-24 13:00:00,999649.0412382343,21.124566103781028,uncertain,0,1000000.0,False,-0.0,-0.0,0.0,0.0
2022-05-24 14:00:00,999654.3148251357,22.749533916237596,uncertain,0,1000000.0,False,-0.0,-0.0,0.0,0.0
2022-05-24 15:00:00,999662.5293498797,24.37449786415558,uncertain,0,1000000.0,False,-0.0,-0.0,0.0,0.0
2022-05-24 16:00:00,999662.5586700089,25.999461812073562,uncertain,0,1000000.0,False,-0.0,-0.0,0.0,0.0
2022-05-24 17:00:00,999664.2687872183,27.624425759991546,uncertain,0,1000000.0,False,-0.0,-0.0,0.0,0.0
2022-05-24 18:00:00,999662.5416532198,29.24939164017882,uncertain,0,1000000.0,False,-0.0,-0.0,0.0,0.0
2022-05-24 19:00:00,999668.608155061,30.874355588096805,uncertain,0,1000000.0,False,-0.0,-0.0,0.0,0.0
2022-05-24 20:00:00,999673.6499438526,32.49932146828408,uncertain,0,1000000.0,False,-0.0,-0.0,0.0,0.0
2022-05-24 21:00:00,999679.0212186973,34.124287348471356,uncertain,0,1000000.0,False,-0.0,-0.0,0.0,0.0
2022-05-24 22:00:00,999679.577237104,35.74925129638934,uncertain,0,1000000.0,False,-0.0,-0.0,0.0,0.0
2022-05-24 23:00:00,999682.609700061,37.374217176576614,uncertain,0,1000000.0,False,-0.0,-0.0,0.0,0.0
2022-05-25 00:00:00,999682.9938534495,38.99918305676389,uncertain,0,1000000.0,False,8.357898832133845,41.44406384036675,0.0,0.0
2022-05-25 01:00:00,999688.7843823152,40.624148936951165,uncertain,0,1000000.0,False,8.357898832133845,41.44406384036675,0.0,0.0
2022-05-25 02:00:00,999700.5360091953,42.24911674940773,uncertain,0,1000000.0,False,8.357898832133845,41.44406384036675,0.0,0.0
2022-05-25 03:00:00,999701.9267514717,43.87408262959501,uncertain,0,1000000.0,False,8.357898832133845,41.44406384036675,0.0,0.0
