timestamp,monthly_return
2022-06-30,-0.08195793302280086
2022-07-31,0.036881238808667005
2022-08-31,-0.1022207401927453
2022-09-30,-0.01585592914914835
2022-10-31,0.04035755900058935
2022-11-30,-0.07311795536945043
2022-12-31,-0.07260682365644855
2023-01-31,0.324463189094248
2023-02-28,0.0007400786500748602
2023-03-31,0.04654135515671887
2023-04-30,0.041753604117846566
2023-05-31,-0.012341998544155519
2023-06-30,0.0072963243726296145
2023-07-31,0.028888039561726142
2023-08-31,-0.03470266988964332
2023-09-30,0.01138063812827994
2023-10-31,0.09870230638193034
2023-11-30,0.06850193436935048
2023-12-31,0.11804622168119061
2024-01-31,-0.015652906461189553
2024-02-29,0.17092693688328375
2024-03-31,0.1395938707845945
2024-04-30,-0.06981231460154269
2024-05-31,0.09953667207678274
2024-06-30,-0.046656972330508806
2024-07-31,0.023524724610967107
2024-08-31,-0.025116114397368383
2024-09-30,0.0419942910406399
2024-10-31,0.01587785689690646
2024-11-30,0.1319515168765264
2024-12-31,-0.030357490249662056
2025-01-31,0.047583360577270195
2025-02-28,-0.09264618395614987
2025-03-31,-0.045844631873727115
2025-04-30,0.028958534801836855
2025-05-31,0.10204838974210939
2025-06-30,0.0025710247479495685
2025-07-31,0.05602242393542611
2025-08-31,0.01730734494649866
2025-09-30,0.0007582479470431558
2025-10-31,-0.02807757670579747
2025-11-30,-0.07527680504532741
2025-12-31,-0.010667869707196243
2026-01-31,-0.026994304968732452
2026-02-28,-0.05734524491289583
2026-03-31,0.012425916008670823
2026-04-30,0.022991266692669265
2026-05-31,0.0009520155422602095
