timestamp,portfolio_value,cash,regime,cb_level,effective_hwm,recovery_active,var_95_1d,jump_var_95_1d,trade_volume_usd,funding_pnl_step
2022-05-24 00:00:00,998326.173619016,38326.17361901601,uncertain,0,1000000.0,False,-0.0,-0.0,960000.0,0.0
2022-05-24 01:00:00,998570.7317085151,6289.201229532463,uncertain,0,1000000.0,False,-0.0,-0.0,0.0,-2.310789891363194
2022-05-24 02:00:00,998631.0877781917,6285.828840048922,uncertain,0,1000000.0,False,-0.0,-0.0,0.0,-2.310789891363194
2022-05-24 03:00:00,998871.254022323,6282.456512950034,uncertain,0,1000000.0,False,-0.0,-0.0,0.0,-2.310789891363194
2022-05-24 04:00:00,998921.612309214,6279.084185851147,uncertain,0,1000000.0,False,-0.0,-0.0,0.0,-2.310789891363194
2022-05-24 05:00:00,998680.0503095872,6275.7117963676055,uncertain,0,1000000.0,False,-0.0,-0.0,0.0,-2.310789891363194
2022-05-24 06:00:00,998608.3431382901,6272.339406884064,uncertain,0,1000000.0,False,-0.0,-0.0,0.0,-2.310789891363194
2022-05-24 07:00:00,998896.9223255703,6268.967079785177,uncertain,0,1000000.0,False,-0.0,-0.0,0.0,-2.310789891363194
2022-05-24 08:00:00,997652.0141273501,6267.104647176383,uncertain,0,1000000.0,False,-0.0,-0.0,0.0,-1.5558426463168082
2022-05-24 09:00:00,998279.4973629382,6265.242152182936,uncertain,0,1000000.0,False,-0.0,-0.0,0.0,-1.5558426463168082
2022-05-24 10:00:00,998554.7557335409,6263.379719574142,uncertain,0,1000000.0,False,-0.0,-0.0,0.0,-1.5558426463168082
2022-05-24 11:00:00,998238.2221425432,6261.517224580694,uncertain,0,1000000.0,False,-0.0,-0.0,0.0,-1.5558426463168082
2022-05-24 12:00:00,998070.7928264565,6259.654729587247,uncertain,0,1000000.0,False,-0.0,-0.0,0.0,-1.5558426463168082
2022-05-24 13:00:00,996241.9238984066,6257.7922345938,uncertain,0,1000000.0,False,-0.0,-0.0,0.0,-1.5558426463168082
2022-05-24 14:00:00,996787.0124952928,6255.929801985006,uncertain,0,1000000.0,False,-0.0,-0.0,0.0,-1.5558426463168082
2022-05-24 15:00:00,998578.739836645,6254.067244606906,uncertain,0,1000000.0,False,-0.0,-0.0,0.0,-1.5558426463168082
2022-05-24 16:00:00,998123.6594119504,6252.9297582109875,uncertain,0,1000000.0,False,-0.0,-0.0,0.0,-1.1933071552250298
2022-05-24 17:00:00,998061.7843432394,6251.792271815069,uncertain,0,1000000.0,False,-0.0,-0.0,0.0,-1.1933071552250298
2022-05-24 18:00:00,997374.1707370909,6250.654847803805,uncertain,0,1000000.0,False,-0.0,-0.0,0.0,-1.1933071552250298
2022-05-24 19:00:00,997937.8503070691,6249.517361407887,uncertain,0,1000000.0,False,-0.0,-0.0,0.0,-1.1933071552250298
2022-05-24 20:00:00,998387.8266915699,6248.379937396622,uncertain,0,1000000.0,False,-0.0,-0.0,0.0,-1.1933071552250298
2022-05-24 21:00:00,998918.3516587424,6247.242513385358,uncertain,0,1000000.0,False,-0.0,-0.0,0.0,-1.1933071552250298
2022-05-24 22:00:00,998836.5367298836,6246.1050269894395,uncertain,0,1000000.0,False,-0.0,-0.0,0.0,-1.1933071552250298
2022-05-24 23:00:00,998903.8793698945,6244.967602978175,uncertain,0,1000000.0,False,-0.0,-0.0,0.0,-1.1933071552250298
2022-05-25 00:00:00,998564.734879252,6243.180297917293,uncertain,0,1000000.0,False,2616.312879296963,5068.912122396818,0.0,-1.5182476800340674
2022-05-25 01:00:00,999245.0308134235,6241.39299285641,uncertain,0,1000000.0,False,2616.312879296963,5068.912122396818,0.0,-1.5182476800340674
